"UniProt_Entry","UniProt_Entry.Name","UniProt_Gene.Names..primary.","UniProt_Protein.names","DVL3.specific","DVL3.wt_ctrl_logFC","DVL3.wt_ctrl_AveExpr","DVL3.wt_ctrl_adj.P.Val","DVL3.wt_ctrl_group","DVL3.STA_ctrl_logFC","DVL3.STA_ctrl_AveExpr","DVL3.STA_ctrl_adj.P.Val","DVL3.STA_ctrl_group","DVL3.STA_DVL3.wt_logFC","DVL3.STA_DVL3.wt_AveExpr","DVL3.STA_DVL3.wt_adj.P.Val","DVL3.STA_DVL3.wt_group"
"O75694","NU155_HUMAN","NUP155","Nuclear pore complex protein Nup155 (155 kDa nucleoporin) (Nucleoporin Nup155)","no",0.141947371072227,19.6615286768665,0.0735044473108478,"NS",0.170595251485111,19.6615286768665,0.0360325824767732,"NS",0.0286478804128834,19.6615286768665,0.820431583203933,"NS"
"O75717","WDHD1_HUMAN","WDHD1","WD repeat and HMG-box DNA-binding protein 1 (Acidic nucleoplasmic DNA-binding protein 1) (And-1)","no",-5.11272993805824,17.0224745861673,4.70480028715616e-17,"Down",-4.7963601899494,17.0224745861673,1.24732547066298e-16,"Down",0.316369748108846,17.0224745861673,0.0436089604688921,"NS"
"O75746","S2512_HUMAN","SLC25A12","Electrogenic aspartate/glutamate antiporter SLC25A12, mitochondrial (Araceli hiperlarga) (Aralar) (Aralar1) (Mitochondrial aspartate glutamate carrier 1) (Solute carrier family 25 member 12)","yes",2.1594269673113,16.8896331393322,0.0187065436401241,"Up",0.842182618414856,16.8896331393322,0.346198687944313,"NS",-1.31724434889644,16.8896331393322,0.224723783082602,"NS"
"O75781","PALM_HUMAN","PALM","Paralemmin-1 (Paralemmin)","no",-2.45366463299834,17.6638926102,6.29383034498554e-05,"Down",-1.1380604155947,17.6638926102,0.0265057763498868,"Down",1.31560421740365,17.6638926102,0.0260781479611968,"Up"
"O75792","RNH2A_HUMAN","RNASEH2A","Ribonuclease H2 subunit A (RNase H2 subunit A) (EC 3.1.26.4) (Aicardi-Goutieres syndrome 4 protein) (AGS4) (RNase H(35)) (Ribonuclease HI large subunit) (RNase HI large subunit) (Ribonuclease HI subunit A)","no",-1.08683139873327,20.0248396919447,5.88422683317301e-08,"Down",-0.937245661712446,20.0248396919447,4.6262496937985e-07,"NS",0.149585737020828,20.0248396919447,0.330019067640911,"NS"
"O75794","CD123_HUMAN","CDC123","Translation initiation factor eIF2 assembly protein (Cell division cycle protein 123 homolog) (Protein D123) (HT-1080) (PZ32)","no",-0.808757764892938,22.7863862744879,4.18034124450226e-07,"NS",-0.468933020018259,22.7863862744879,0.000226925424488289,"NS",0.339824744874679,22.7863862744879,0.00893868521400601,"NS"
"O75808","CAN15_HUMAN","CAPN15","Calpain-15 (EC 3.4.22.-) (Small optic lobes homolog)","no",0.632833718210598,17.5619567348962,0.000301662943254783,"NS",0.905021157138968,17.5619567348962,7.60891351565894e-06,"NS",0.27218743892837,17.5619567348962,0.126537176505423,"NS"
"O75815","BCAR3_HUMAN","BCAR3","Breast cancer anti-estrogen resistance protein 3 (Novel SH2-containing protein 2) (SH2 domain-containing protein 3B)","yes",1.08914123033261,19.7317870720581,3.81293182708304e-08,"Up",0.618741822728321,19.7317870720581,4.32631946819072e-05,"NS",-0.470399407604287,19.7317870720581,0.0019652447961687,"NS"
"O75817","POP7_HUMAN","POP7","Ribonuclease P protein subunit p20 (RNaseP protein p20) (Ribonucleases P/MRP protein subunit POP7 homolog) (hPOP7)","yes",1.86261509084815,17.6419047846466,0.0655347395453706,"NS",2.16666533635327,17.6419047846466,0.0363915806484291,"Up",0.304050245505113,17.6419047846466,0.854287799088222,"NS"
"O75820","ZN189_HUMAN","ZNF189","Zinc finger protein 189","no",-0.181833041952924,16.5352264058302,0.773962670628776,"NS",-0.0616022179010436,16.5352264058302,0.925749017015095,"NS",0.12023082405188,16.5352264058302,0.91651011442525,"NS"
"O75821","EIF3G_HUMAN","EIF3G","Eukaryotic translation initiation factor 3 subunit G (eIF3g) (Eukaryotic translation initiation factor 3 RNA-binding subunit) (eIF-3 RNA-binding subunit) (Eukaryotic translation initiation factor 3 subunit 4) (eIF-3-delta) (eIF3 p42) (eIF3 p44)","no",-0.170108935485246,21.2399822195914,0.200990510665029,"NS",-0.641542644449093,21.2399822195914,0.000108426440625607,"NS",-0.471433708963847,21.2399822195914,0.00489435845114605,"NS"
"O75822","EIF3J_HUMAN","EIF3J","Eukaryotic translation initiation factor 3 subunit J (eIF3j) (Eukaryotic translation initiation factor 3 subunit 1) (eIF-3-alpha) (eIF3 p35)","no",-0.947329556128572,20.5879874746032,8.69827708740858e-07,"NS",-0.895151345560514,20.5879874746032,1.98892687673926e-06,"NS",0.0521782105680586,20.5879874746032,0.799087542936869,"NS"
"O75832","PSD10_HUMAN","PSMD10","26S proteasome non-ATPase regulatory subunit 10 (26S proteasome regulatory subunit p28) (Gankyrin) (p28(GANK))","yes",-0.11691603699154,17.3137980020232,0.778199523679668,"NS",1.40944404659458,17.3137980020232,0.00180608072686473,"Up",1.52636008358612,17.3137980020232,0.00277879793219715,"Up"
"O75843","AP1G2_HUMAN","AP1G2","AP-1 complex subunit gamma-like 2 (Gamma2-adaptin) (G2ad)","yes",3.44838163396476,16.979751251633,5.19091618307637e-07,"Up",1.79663469330634,16.979751251633,0.000708044095665478,"Up",-1.65174694065842,16.979751251633,0.00412725211355949,"Down"
"O75844","FACE1_HUMAN","ZMPSTE24","CAAX prenyl protease 1 homolog (EC 3.4.24.84) (Farnesylated proteins-converting enzyme 1) (FACE-1) (Prenyl protein-specific endoprotease 1) (Zinc metalloproteinase Ste24 homolog)","no",-1.03430981186027,15.4276752973424,0.352064463844538,"NS",-0.580204118689808,15.4276752973424,0.61230160971967,"NS",0.454105693170462,15.4276752973424,0.794159117249495,"NS"
"O75845","SC5D_HUMAN","SC5D","Lathosterol oxidase (EC 1.14.19.20) (C-5 sterol desaturase) (Delta(7)-sterol 5-desaturase) (Delta(7)-sterol C5(6)-desaturase) (Lathosterol 5-desaturase) (Sterol-C5-desaturase)","no",-3.22084709193029,13.663912727788,2.33386713106346e-10,"Down",-3.22084709193029,13.663912727788,2.61763247387118e-10,"Down",0,13.663912727788,1,"NS"
"O75864","PPR37_HUMAN","PPP1R37","Protein phosphatase 1 regulatory subunit 37 (Leucine-rich repeat-containing protein 68)","yes",2.97515733053379,15.3381174109257,0.00254520293636448,"Up",2.44447719173201,15.3381174109257,0.0105999105554184,"Up",-0.530680138801785,15.3381174109257,0.678839857661375,"NS"
"O75874","IDHC_HUMAN","IDH1","Isocitrate dehydrogenase [NADP] cytoplasmic (IDH) (IDH1) (EC 1.1.1.42) (Cytosolic NADP-isocitrate dehydrogenase) (IDPc) (NADP(+)-specific ICDH) (Oxalosuccinate decarboxylase)","no",-0.376913598016042,18.607605901446,0.0050232102338589,"NS",0.0080805316518493,18.607605901446,0.951586300171329,"NS",0.384994129667891,18.607605901446,0.0115888103513845,"NS"
"O75884","RBBP9_HUMAN","RBBP9","Serine hydrolase RBBP9 (EC 3.1.-.-) (B5T-overexpressed gene protein) (Protein BOG) (Retinoblastoma-binding protein 10) (RBBP-10) (Retinoblastoma-binding protein 9) (RBBP-9)","yes",0.685746317745135,20.5007116543827,0.01410206117796,"NS",0.561848625434031,20.5007116543827,0.0411719338107339,"NS",-0.123897692311104,20.5007116543827,0.757924774414987,"NS"
"O75886","STAM2_HUMAN","STAM2","Signal transducing adapter molecule 2 (STAM-2) (Hrs-binding protein)","no",-0.665831966009844,17.9739984078071,0.02055952592875,"NS",0.49528916187586,17.9739984078071,0.0796305633536851,"NS",1.1611211278857,17.9739984078071,0.00128894064089765,"Up"
"O75891","AL1L1_HUMAN","ALDH1L1","Cytosolic 10-formyltetrahydrofolate dehydrogenase (10-FTHFDH) (FDH) (EC 1.5.1.6) (Aldehyde dehydrogenase family 1 member L1)","yes",0.694653132178566,17.6557443938951,0.118025739381033,"NS",1.78426858443281,17.6557443938951,0.000582424351016412,"Up",1.08961545225424,17.6557443938951,0.0402667887067045,"Up"
"O75896","TUSC2_HUMAN","TUSC2","Tumor suppressor candidate 2 (Fusion 1 protein) (Fus-1 protein) (PDGFA-associated protein 2)","no",-1.32955568514687,20.4587420724229,0.00808676020394372,"Down",-0.252962022125864,20.4587420724229,0.600536776476033,"NS",1.07659366302101,20.4587420724229,0.0557416578571298,"NS"
"O75897","ST1C4_HUMAN","SULT1C4","Sulfotransferase 1C4 (ST1C4) (EC 2.8.2.1) (Sulfotransferase 1C2) (SULT1C#2)","no",-4.51582468013724,15.9487869080492,5.64964660884329e-10,"Down",0.913851388776159,15.9487869080492,0.0164113757009883,"NS",5.42967606891339,15.9487869080492,1.05691965051957e-09,"Up"
"O75901","RASF9_HUMAN","RASSF9","Ras association domain-containing protein 9 (PAM COOH-terminal interactor protein 1) (P-CIP1) (Peptidylglycine alpha-amidating monooxygenase COOH-terminal interactor)","yes",5.64246037213184,15.9838303115311,3.58953541274268e-05,"Up",0.959670637644022,15.9838303115311,0.376865338874427,"NS",-4.68278973448782,15.9838303115311,0.000925833187328063,"Down"
"O75909","CCNK_HUMAN","CCNK","Cyclin-K","no",-3.86840845963512,16.2964255425888,1.28625446824e-15,"Down",-3.69705914818334,16.2964255425888,2.59214616540246e-15,"Down",0.171349311451781,16.2964255425888,0.269276965138022,"NS"
"O75911","DHRS3_HUMAN","DHRS3","Short-chain dehydrogenase/reductase 3 (EC 1.1.1.300) (DD83.1) (Retinal short-chain dehydrogenase/reductase 1) (retSDR1) (Retinol dehydrogenase 17) (Short chain dehydrogenase/reductase family 16C member 1)","no",-0.720385023903187,16.27183085597,0.486827225560098,"NS",-0.11560090702007,16.27183085597,0.918031130765326,"NS",0.604784116883117,16.27183085597,0.684967274781737,"NS"
"O75915","PRAF3_HUMAN","ARL6IP5","PRA1 family protein 3 (ADP-ribosylation factor-like protein 6-interacting protein 5) (ARL-6-interacting protein 5) (Aip-5) (Cytoskeleton-related vitamin A-responsive protein) (Dermal papilla-derived protein 11) (GTRAP3-18) (Glutamate transporter EAAC1-interacting protein) (JM5) (Prenylated Rab acceptor protein 2) (Protein JWa) (Putative MAPK-activating protein PM27)","no",-7.6316252163905,15.8685508132677,0.00188096852101934,"Down",-5.27269910461172,15.8685508132677,0.0227150064216227,"Down",2.35892611177878,15.8685508132677,0.408883392039754,"NS"
"O75925","PIAS1_HUMAN","PIAS1","E3 SUMO-protein ligase PIAS1 (EC 2.3.2.-) (DEAD/H box-binding protein 1) (E3 SUMO-protein transferase PIAS1) (Gu-binding protein) (GBP) (Protein inhibitor of activated STAT protein 1) (RNA helicase II-binding protein)","no",-5.67913734168547,16.5427753609846,5.68179290128827e-16,"Down",-5.46319365547891,16.5427753609846,1.00580113646191e-15,"Down",0.215943686206558,16.5427753609846,0.320634210233338,"NS"
"O75928","PIAS2_HUMAN","PIAS2","E3 SUMO-protein ligase PIAS2 (EC 2.3.2.-) (Androgen receptor-interacting protein 3) (ARIP3) (DAB2-interacting protein) (DIP) (E3 SUMO-protein transferase PIAS2) (Msx-interacting zinc finger protein) (Miz1) (PIAS-NY protein) (Protein inhibitor of activated STAT x) (Protein inhibitor of activated STAT2)","no",-5.54034312131276,16.4635363837104,8.90955008338966e-11,"Down",-5.53778315635891,16.4635363837104,1.00278359182307e-10,"Down",0.00255996495384636,16.4635363837104,1,"NS"
"O75934","SPF27_HUMAN","BCAS2","Pre-mRNA-splicing factor SPF27 (Breast carcinoma-amplified sequence 2) (DNA amplified in mammary carcinoma 1 protein) (Spliceosome-associated protein SPF 27)","no",-0.313684200907559,19.5994795158669,0.282005232980935,"NS",-0.0866262743478003,19.5994795158669,0.778685298269688,"NS",0.227057926559759,19.5994795158669,0.571330317657169,"NS"
"O75935","DCTN3_HUMAN","DCTN3","Dynactin subunit 3 (Dynactin complex subunit 22 kDa subunit) (p22)","no",-0.154430040565941,17.5274049494225,0.874374282278363,"NS",-0.0441859956038968,17.5274049494225,0.965254686594428,"NS",0.110244044962045,17.5274049494225,0.959054545144097,"NS"
"O75937","DNJC8_HUMAN","DNAJC8","DnaJ homolog subfamily C member 8 (Splicing protein spf31)","no",-6.31760399519979,15.3970409470323,4.38426568793775e-17,"Down",-6.28093740053016,15.3970409470323,5.11335246987411e-17,"Down",0.0366665946696223,15.3970409470323,0.900549171665136,"NS"
"O75940","SPF30_HUMAN","SMNDC1","Survival of motor neuron-related-splicing factor 30 (30 kDa splicing factor SMNrp) (SMN-related protein) (Survival motor neuron domain-containing protein 1)","no",-2.49997286479452,18.027690579752,1.0580081536665e-12,"Down",-2.55599543586369,18.027690579752,8.44297307034217e-13,"Down",-0.0560225710691711,18.027690579752,0.777561109001357,"NS"
"O75943","RAD17_HUMAN","RAD17","Cell cycle checkpoint protein RAD17 (hRad17) (RF-C/activator 1 homolog)","no",0.726036219600005,16.2994190154528,0.336164671320307,"NS",0.246200292166741,16.2994190154528,0.756940512197556,"NS",-0.479835927433264,16.2994190154528,0.655397498155581,"NS"
"O75947","ATP5H_HUMAN","ATP5PD","ATP synthase peripheral stalk subunit d, mitochondrial (ATPase subunit d) (ATP synthase peripheral stalk subunit d)","no",0.481529912167666,19.2963105313274,0.000948005669442548,"NS",0.322498212929503,19.2963105313274,0.0171624076373738,"NS",-0.159031699238163,19.2963105313274,0.323365694143818,"NS"
"O75952","CABYR_HUMAN","CABYR","Calcium-binding tyrosine phosphorylation-regulated protein (Calcium-binding protein 86) (Cancer/testis antigen 88) (CT88) (Fibrousheathin II) (Fibrousheathin-2) (FSP-2) (Testis-specific calcium-binding protein CBP86)","no",0.204189456943119,15.5221900181913,0.898214129038604,"NS",2.52092711582025,15.5221900181913,0.100634106032917,"NS",2.31673765887713,15.5221900181913,0.2099606612972,"NS"
"O75955","FLOT1_HUMAN","FLOT1","Flotillin-1","yes",0.702745338661096,18.4042457682174,0.124978029615853,"NS",1.46145783097094,18.4042457682174,0.00379822122041963,"Up",0.75871249230984,18.4042457682174,0.172176663943817,"NS"
"O75962","TRIO_HUMAN","TRIO","Triple functional domain protein (EC 2.7.11.1) (PTPRF-interacting protein)","yes",2.03662641074944,18.3695748335923,4.29282952629507e-12,"Up",1.49819965800167,18.3695748335923,3.89856193764084e-10,"Up",-0.538426752747771,18.3695748335923,0.000534313170592242,"NS"
"O75969","AKAP3_HUMAN","AKAP3","A-kinase anchor protein 3 (AKAP-3) (A-kinase anchor protein 110 kDa) (AKAP 110) (Cancer/testis antigen 82) (CT82) (Fibrous sheath protein of 95 kDa) (FSP95) (Fibrousheathin I) (Fibrousheathin-1) (Protein kinase A-anchoring protein 3) (PRKA3) (Sperm oocyte-binding protein)","no",-3.44278976618778,16.8136853069458,8.04574043344103e-11,"Down",-2.61413915092886,16.8136853069458,4.33879320498509e-09,"Down",0.828650615258926,16.8136853069458,0.00551407732125015,"NS"
"O75970","MPDZ_HUMAN","MPDZ","Multiple PDZ domain protein (Multi-PDZ domain protein 1)","yes",1.20007046543213,18.3435527786976,6.78731164988702e-09,"Up",0.383388783086154,18.3435527786976,0.00265149173615383,"NS",-0.816681682345973,18.3435527786976,7.41606726551229e-06,"NS"
"O75976","CBPD_HUMAN","CPD","Carboxypeptidase D (EC 3.4.17.22) (Metallocarboxypeptidase D) (gp180)","no",-4.64732542330308,14.6735555959682,6.14460551707241e-12,"Down",-4.7970653254141,14.6735555959682,4.32200919101921e-12,"Down",-0.149739902111024,14.6735555959682,0.704830590165409,"NS"
"O76003","GLRX3_HUMAN","GLRX3","Glutaredoxin-3 (PKC-interacting cousin of thioredoxin) (PICOT) (PKC-theta-interacting protein) (PKCq-interacting protein) (Thioredoxin-like protein 2)","no",-0.62243074891672,19.3344926220894,1.92959304991377e-05,"NS",-0.311492949838893,19.3344926220894,0.00936205423588168,"NS",0.310937799077827,19.3344926220894,0.0212231995379598,"NS"
"O76021","RL1D1_HUMAN","RSL1D1","Ribosomal L1 domain-containing protein 1 (CATX-11) (Cellular senescence-inhibited gene protein) (Protein PBK1)","no",-1.18336654555888,19.8543120676651,3.42139366582407e-06,"Down",-1.29053879574455,19.8543120676651,1.35626334583252e-06,"Down",-0.107172250185677,19.8543120676651,0.684391718355728,"NS"
"O76024","WFS1_HUMAN","WFS1","Wolframin","yes",1.72531367500481,16.3933746754931,0.0211823304222592,"Up",1.43593130401473,16.3933746754931,0.0528347139411125,"NS",-0.289382370990079,16.3933746754931,0.79724944968965,"NS"
"O76031","CLPX_HUMAN","CLPX","ATP-dependent clpX-like chaperone, mitochondrial (EC 3.6.4.10) (ATP-dependent Clp protease ATP-binding subunit clpX-like, mitochondrial) (Caseinolytic mitochondrial matrix peptidase chaperone subunit X)","yes",1.29425510132361,17.4038348046865,0.00371506520695014,"Up",1.49676981672034,17.4038348046865,0.00132149593193092,"Up",0.202514715396731,17.4038348046865,0.7398081007994,"NS"
"O76039","CDKL5_HUMAN","CDKL5","Cyclin-dependent kinase-like 5 (EC 2.7.11.22) (Serine/threonine-protein kinase 9)","yes",3.60172789000731,18.5458493229662,1.12967212392395e-14,"Up",3.58161413143847,18.5458493229662,1.30298108499925e-14,"Up",-0.0201137585688365,18.5458493229662,0.943040319214975,"NS"
"O76041","NEBL_HUMAN","NEBL","Nebulette (Actin-binding Z-disk protein)","no",-0.142006404852033,18.574736869999,0.600365165657176,"NS",0.640122222033916,18.574736869999,0.0223725216635927,"NS",0.78212862688595,18.574736869999,0.0160270877175317,"NS"
"O76062","ERG24_HUMAN","TM7SF2","Delta(14)-sterol reductase TM7SF2 (Delta-14-SR) (EC 1.3.1.70) (3-beta-hydroxysterol Delta (14)-reductase) (Another new gene 1 protein) (C-14 sterol reductase) (C14SR) (Putative sterol reductase SR-1) (Sterol C14-reductase) (Transmembrane 7 superfamily member 2)","no",-1.54581075584403,16.8057837246419,0.487070388642477,"NS",1.30234140637181,16.8057837246419,0.566596440067921,"NS",2.84815216221584,16.8057837246419,0.304993511212603,"NS"
"O76064","RNF8_HUMAN","RNF8","E3 ubiquitin-protein ligase RNF8 (hRNF8) (EC 2.3.2.27) (RING finger protein 8) (RING-type E3 ubiquitin transferase RNF8)","no",-5.81330867495626,14.6942246921508,3.96748601697805e-21,"Down",-5.83335405721327,14.6942246921508,3.75189008041327e-21,"Down",-0.0200453822570097,14.6942246921508,0.866756778164075,"NS"
"O76070","SYUG_HUMAN","SNCG","Gamma-synuclein (Breast cancer-specific gene 1 protein) (Persyn) (Synoretin) (SR)","no",-2.98051114509838,16.6387565147878,2.74654959069205e-05,"Down",-0.0627279854381406,16.6387565147878,0.916803640342127,"NS",2.91778315966024,16.6387565147878,0.000170600676169287,"Up"
"O76071","CIAO1_HUMAN","CIAO1","Probable cytosolic iron-sulfur protein assembly protein CIAO1 (WD repeat-containing protein 39)","yes",1.19540441213882,17.7311470551622,0.0261245186275731,"Up",0.995553507099913,17.7311470551622,0.062210703959956,"NS",-0.199850905038907,17.7311470551622,0.809245617369216,"NS"
"O76074","PDE5A_HUMAN","PDE5A","cGMP-specific 3',5'-cyclic phosphodiesterase (EC 3.1.4.35) (cGMP-binding cGMP-specific phosphodiesterase) (CGB-PDE)","no",-0.363098284726416,16.3342982127205,0.124558006359226,"NS",0.271606113063829,16.3342982127205,0.254943936699945,"NS",0.634704397790244,16.3342982127205,0.0258388924830565,"NS"
"O76075","DFFB_HUMAN","DFFB","DNA fragmentation factor subunit beta (EC 3.-.-.-) (Caspase-activated deoxyribonuclease) (CAD) (Caspase-activated DNase) (Caspase-activated nuclease) (CPAN) (DNA fragmentation factor 40 kDa subunit) (DFF-40)","no",-0.72553632211034,16.3796970062586,0.578589080652201,"NS",0.333392005872909,16.3796970062586,0.807100345968992,"NS",1.05892832798325,16.3796970062586,0.544963977368652,"NS"
"O76080","ZFAN5_HUMAN","ZFAND5","AN1-type zinc finger protein 5 (Zinc finger A20 domain-containing protein 2) (Zinc finger protein 216)","no",-0.55267083266785,17.9627177501823,0.00711613031405346,"NS",-0.483954242180936,17.9627177501823,0.0170976845414536,"NS",0.0687165904869147,17.9627177501823,0.824713831752654,"NS"
"O76083","PDE9A_HUMAN","PDE9A","High affinity cGMP-specific 3',5'-cyclic phosphodiesterase 9A (EC 3.1.4.35)","yes",0.50885381719656,17.0370354292882,0.468864313670676,"NS",2.38136012560546,17.0370354292882,0.00240642714865056,"Up",1.8725063084089,17.0370354292882,0.0268092552387553,"Up"
"O76094","SRP72_HUMAN","SRP72","Signal recognition particle subunit SRP72 (SRP72) (Signal recognition particle 72 kDa protein)","no",-0.500809770502929,18.3419245092722,0.0401862587978262,"NS",-0.00285056525348182,18.3419245092722,0.992357904905865,"NS",0.497959205249447,18.3419245092722,0.0813390287161855,"NS"
"O77932","DXO_HUMAN","DXO","Decapping and exoribonuclease protein (DXO) (EC 3.6.1.-) (5'-3' exoribonuclease DXO) (EC 3.1.13.-) (Dom-3 homolog Z) (NAD-capped RNA hydrolase DXO) (DeNADding enzyme DXO) (EC 3.6.1.-)","no",-4.92521938266912,14.0047871859358,2.74757394417824e-20,"Down",-4.92521938266912,14.0047871859358,2.91551171188363e-20,"Down",1.77635683940025e-15,14.0047871859358,1,"NS"
"O94760","DDAH1_HUMAN","DDAH1","N(G),N(G)-dimethylarginine dimethylaminohydrolase 1 (DDAH-1) (Dimethylarginine dimethylaminohydrolase 1) (EC 3.5.3.18) (DDAHI) (Dimethylargininase-1)","yes",1.16511414946189,16.8958324507608,0.168874021249549,"NS",1.30500423669974,16.8958324507608,0.129250099612615,"NS",0.139890087237848,16.8958324507608,0.936569186846752,"NS"
"O94761","RECQ4_HUMAN","RECQL4","ATP-dependent DNA helicase Q4 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ4) (DNA helicase, RecQ-like type 4) (RecQ4) (RTS) (RecQ protein-like 4)","no",-3.37288957217468,15.2856956921933,1.48340021816542e-09,"Down",-3.23757926974386,15.2856956921933,2.95763957998465e-09,"Down",0.13531030243082,15.2856956921933,0.755285780295893,"NS"
"O94762","RECQ5_HUMAN","RECQL5","ATP-dependent DNA helicase Q5 (EC 5.6.2.4) (DNA 3'-5' helicase RecQ5) (DNA helicase, RecQ-like type 5) (RecQ5) (RecQ protein-like 5)","no",-3.88626259227089,16.856929797631,5.37736637078543e-17,"Down",-4.02685249353422,16.856929797631,3.47247244287334e-17,"Down",-0.140589901263329,16.856929797631,0.257580297960487,"NS"
"O94763","RMP_HUMAN","URI1","Unconventional prefoldin RPB5 interactor 1 (Protein NNX3) (Protein phosphatase 1 regulatory subunit 19) (RNA polymerase II subunit 5-mediating protein) (RPB5-mediating protein)","no",0.551734417895059,21.4631187513394,0.000234933976990005,"NS",0.617928065410144,21.4631187513394,8.50901260083286e-05,"NS",0.0661936475150853,21.4631187513394,0.722609829660674,"NS"
"O94768","ST17B_HUMAN","STK17B","Serine/threonine-protein kinase 17B (EC 2.7.11.1) (DAP kinase-related apoptosis-inducing protein kinase 2)","no",-4.26588591254152,13.8729204919103,8.60413732635343e-14,"Down",-4.26588591254152,13.8729204919103,9.18626542929154e-14,"Down",0,13.8729204919103,1,"NS"
"O94776","MTA2_HUMAN","MTA2","Metastasis-associated protein MTA2 (Metastasis-associated 1-like 1) (MTA1-L1 protein) (p53 target protein in deacetylase complex)","no",-3.65752155559022,17.3392173966108,3.53902639699392e-15,"Down",-3.52880797760785,17.3392173966108,6.27634064634042e-15,"Down",0.128713577982374,17.3392173966108,0.439521656830851,"NS"
"O94782","UBP1_HUMAN","USP1","Ubiquitin carboxyl-terminal hydrolase 1 (EC 3.4.19.12) (Deubiquitinating enzyme 1) (hUBP) (Ubiquitin thioesterase 1) (Ubiquitin-specific-processing protease 1) [Cleaved into: Ubiquitin carboxyl-terminal hydrolase 1, N-terminal fragment]","no",-4.10668846137689,16.8632519445946,1.19075883222961e-14,"Down",-3.43432269282065,16.8632519445946,1.72741607652346e-13,"Down",0.672365768556233,16.8632519445946,0.0010172030876806,"NS"
"O94788","AL1A2_HUMAN","ALDH1A2","Retinal dehydrogenase 2 (RALDH 2) (RalDH2) (EC 1.2.1.36) (Aldehyde dehydrogenase family 1 member A2) (ALDH1A2) (Retinaldehyde-specific dehydrogenase type 2) (RALDH(II))","no",-1.07837120398696,21.349875452224,9.25895378235357e-07,"Down",-0.326797699396302,21.349875452224,0.0352874027512865,"NS",0.75157350459066,21.349875452224,0.00027702212655319,"NS"
"O94804","STK10_HUMAN","STK10","Serine/threonine-protein kinase 10 (EC 2.7.11.1) (Lymphocyte-oriented kinase)","no",0.0796496085632974,17.7954839921619,0.522899871321241,"NS",0.234482588459734,17.7954839921619,0.0647833339628086,"NS",0.154832979896437,17.7954839921619,0.31997420145654,"NS"
"O94805","ACL6B_HUMAN","ACTL6B","Actin-like protein 6B (53 kDa BRG1-associated factor B) (Actin-related protein Baf53b) (ArpNalpha) (BRG1-associated factor 53B) (BAF53B)","yes",2.56210543366102,14.8540589455233,0.00316955984268611,"Up",2.01899851579189,14.8540589455233,0.0161377988608133,"Up",-0.54310691786913,14.8540589455233,0.622526891867789,"NS"
"O94806","KPCD3_HUMAN","PRKD3","Serine/threonine-protein kinase D3 (EC 2.7.11.13) (Protein kinase C nu type) (Protein kinase EPK2) (nPKC-nu)","no",-0.576359638071118,18.1260048070285,0.000174159783403118,"NS",-0.55367509299095,18.1260048070285,0.000285114341480671,"NS",0.0226845450801676,18.1260048070285,0.928031935030787,"NS"
"O94808","GFPT2_HUMAN","GFPT2","Glutamine--fructose-6-phosphate aminotransferase [isomerizing] 2 (EC 2.6.1.16) (D-fructose-6-phosphate amidotransferase 2) (Glutamine:fructose-6-phosphate amidotransferase 2) (GFAT 2) (GFAT2) (Hexosephosphate aminotransferase 2)","yes",-0.272087428391236,16.6118166982998,0.531318382342507,"NS",1.78817727195033,16.6118166982998,0.000440620712752602,"Up",2.06026470034156,16.6118166982998,0.000431489918554555,"Up"
"O94811","TPPP_HUMAN","TPPP","Tubulin polymerization-promoting protein (TPPP) (EC 3.6.5.-) (25 kDa brain-specific protein) (TPPP/p25) (p24) (p25-alpha)","no",-0.75013491089269,17.3389723239381,0.415988256184773,"NS",0.325987984841596,17.3389723239381,0.734946112282899,"NS",1.07612289573429,17.3389723239381,0.360847068634151,"NS"
"O94813","SLIT2_HUMAN","SLIT2","Slit homolog 2 protein (Slit-2) [Cleaved into: Slit homolog 2 protein N-product; Slit homolog 2 protein C-product]","yes",3.10540482625008,14.9636730783734,0.00055253619016939,"Up",0.60179373242279,14.9636730783734,0.444744307359699,"NS",-2.50361109382729,14.9636730783734,0.00895226691522404,"Down"
"O94818","NOL4_HUMAN","NOL4","Nucleolar protein 4 (Nucleolar-localized protein)","no",-3.9165131963151,16.3536887005281,0.000707522581811881,"Down",-4.06931951829237,16.3536887005281,0.000554790562483762,"Down",-0.152806321977264,16.3536887005281,0.941008930178959,"NS"
"O94819","KBTBB_HUMAN","KBTBD11","Kelch repeat and BTB domain-containing protein 11 (Chronic myelogenous leukemia-associated protein) (Kelch domain-containing protein 7B)","yes",1.8893491157718,17.4724953023517,0.014191916540103,"Up",1.92565940281014,17.4724953023517,0.0136878141966685,"Up",0.0363102870383329,17.4724953023517,0.993361753861925,"NS"
"O94822","LTN1_HUMAN","LTN1","E3 ubiquitin-protein ligase listerin (EC 2.3.2.27) (RING finger protein 160) (RING-type E3 ubiquitin transferase listerin) (Zinc finger protein 294)","yes",1.4163483355313,18.2950130402554,3.828125815364e-07,"Up",0.911650791915065,18.2950130402554,7.44783482917098e-05,"NS",-0.504697543616238,18.2950130402554,0.022454873028982,"NS"
